"Ingredient ID",5746,5069,11283,9150,2054,11215,14106,6172,4053,2042
"Ingredient Description","Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised","Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted","Onions, cooked, boiled, drained, without salt","Lemons, raw, without peel","Capers, canned","Garlic, raw","Alcoholic beverage, wine, table, white","Soup, stock, chicken, home-prepared","Oil, olive, salad or cooking","Spices, thyme, dried"
"Portion size","piece","drumstick with skin (yield from 1 lb ready-to-cook chicken)","small","fruit (2-1/8"" dia)","tbsp, drained","clove","fl oz","cup","tablespoon","tbsp, leaves"
"Quantity",6,6,6,2,2,4,4,0.5,2,6
"18:2 n-6 c,c",6.49428,11.182499999999997,0,0,0,0,0,0,0,0,17.676779999999997
"8:0",0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888,0.05148
"15:0",0.043440000000000006,0.0504,0,0,0,0,0,0,0,0,0.09384
"Caffeine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"15:1",0.0,0.0,0,0,0,0,0,0,0,0,0.0
"Folate, food",0,25.2,54.0,12.76,3.9559999999999995,0.36,1.176,6.0,0.0,44.388000000000005,147.84000000000003
"18:3 undifferentiated",0.28236,0.5418,0.0144,0.03016,0.031476,0.0024,0.0,0.010799999999999999,0.20547,0.11177999999999999,1.230646
"Carbohydrate, by difference",0.0,0.0,36.540000000000006,10.811200000000001,0.8410799999999999,3.9672,3.0576,4.236,0.0,10.35828,69.81136000000001
"Serine",13.270919999999998,6.085799999999999,0.144,0,0,0.0228,0,0,0.0,0,19.523519999999994
"20:3 n-6",0.22806,0.1638,0,0,0,0,0,0,0,0,0.39186
"20:3 n-3",0.010860000000000002,0.0063,0,0,0,0,0,0,0,0,0.01716
"Glutamic acid",51.57414,23.5431,0.792,0,0,0.0966,0,0,0.0,0,76.00583999999999
"Sodium, Na",510.42,774.9,10.8,2.32,476.268,2.04,5.88,171.6,0.54,8.910000000000002,1963.6779999999999
"Vitamin B-12, added",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phosphorus, P",2617.26,1228.5,126.0,18.56,1.72,18.36,21.167999999999996,32.4,0.0,32.562000000000005,4096.530000000001
"Tocotrienol, gamma",0.0,0.37799999999999995,0,0,0,0,0,0,0,0,0.37799999999999995
